,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
7594,7594,301207614,"All right, let's see the delivery times.",Tutto ok. Vediamo i tempi di consegna,10,NPS,Customer Effort Score,2021-08-13T08:41:47.000Z,2021-08-13,vendredi,août,False,desktop,Jardin piscine,False,,Firefox 90.0,Mobilier de jardin et jeux,Italian,IT,Orizzonte (IT),True,1,FALSE,0,34,paypal,Windows 7,SHOPBOT,False,0,1 - 100,False,Delivery > Timeliness > 0;Service > General Satisfaction > 1,,True
7602,7602,301206807,too expensive shipping costs compared to the order,frais de port trop cher par rapport a la commande,8,NPS,Customer Effort Score,2021-08-13T08:54:44.000Z,2021-08-13,vendredi,août,False,desktop,Electricité,False,,Chrome 92.0.4515,"Domotique, automatismes et sécurité",French,FR,GetGoods (FR),False,1,FALSE,"5,95","10,87",visa,Windows 10,SEO-BRAND,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
7649,7649,301209675,"Very easy to use: search + payment. Especially appreciated the non-payment of shipping costs even on a ""small"" item","Très facile d'utilisation : recherche + paiement. Surtout apprécié le non paiement des frais de livraison même sur un ""petit"" article",9,NPS,Customer Effort Score,2021-08-13T10:11:49.000Z,2021-08-13,vendredi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Outillage spécialisé,French,FR,WilTec (FR),True,1,FALSE,0,"22,95",visa,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Online Experience > Ease of Use > 1;Payments > Payment Methods > 1,,True
7724,7724,301205877,The shipping costs are colossal compared to the items purchased since they accumulate.,Les frais de port sont colossaux par rapport aux articles achetés puisqu'ils se cumulent.,8,NPS,Customer Effort Score,2021-08-13T12:17:51.000Z,2021-08-13,vendredi,août,False,phone,Luminaire,False,,Chrome Mobile 92.0.4515,Eclairage d'intérieur,French,FR,Starwatts (FR),False,2,FALSE,"11,48","36,77",mastercard,Android 9,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
7820,7820,301206681,Waiting for delivery,En attente de livraison,9,NPS,Customer Effort Score,2021-08-13T14:40:35.000Z,2021-08-13,vendredi,août,False,desktop,Mobilier d'intérieur,False,,Safari 14.1.1,Meuble de salle à manger ,French,FR,GoPlus (FR),False,1,FALSE,0,"104,48",visa,Mac OS X 10.15.6,SHOPBOT,False,0,101 - 150,False,Delivery > Speed of delivery > 0,,True
7828,7828,301206991,For the moment I am waiting to receive my compressor in good condition and in excellent condition I will not fail to check the condition of the compressor at delivery I won't hesitate to send it back on the field if it is in a state of delivery compliant on pallet strapping horizontally. cordially Mr. Derdega,Pour l'instant j'attend de recevoir mon compresseur dans les délais et en excellent état je ne manquerai pas de vérifier l'état du compresseur a la livraison je n'hésiterai pas de le renvoyer sur le champs si il est n'est dans un état de  livraison conforme sur palette sangler a l'horizontal. cordialement Mr Derdega,10,NPS,Customer Effort Score,2021-08-13T14:51:12.000Z,2021-08-13,vendredi,août,False,desktop,Outillage,False,,Opera 77.0.4054,Machines d'atelier,French,FR,BRICOLOTS (FR),False,1,FALSE,0,608,visa,Windows 10,AFFILIATION,False,0,601 - 800,False,Delivery > Condition on Arrival > 0,,True
7932,7932,301205385,Serious and friendly delivery,Sérieux et livreur sympathique,9,NPS,Customer Effort Score,2021-08-13T17:26:04.000Z,2021-08-13,vendredi,août,False,phone,Jardin piscine,False,,Google 171.0.387713930,Mobilier de jardin et jeux,French,FR,Arebos (FR),False,1,FALSE,0,"89,9",paypal,iOS 14.7,SHOPBOT,False,0,1 - 100,False,Delivery > Quality > 1,,True
7972,7972,301207422,I'm waiting for delivery to get an opinion,J attend la livraison pour avoir une opinion,10,NPS,Customer Effort Score,2021-08-13T19:05:20.000Z,2021-08-13,vendredi,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Accessoire et consommables pour outillage électroportatif,French,FR,ADEPEM (FR),True,1,FALSE,"3,5","22,4",mastercard,Android 9,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0,,True
7989,7989,301205300,Hope the delivery is as easy,Hope the delivery is as easy,10,NPS,Customer Effort Score,2021-08-13T20:11:10.000Z,2021-08-13,vendredi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Mobilier de jardin et jeux,English,GB,Aosom (GB),False,1,FALSE,0,"74,99",paypal,Android 11,SHOPBOT,False,0,1 - 100,False,Delivery > Quality > 0,,True
8041,8041,301206205,easy and in addition the delivery is right next to me n,facile et en plus la livraison est juste a coté de chez moi n,9,NPS,Customer Effort Score,2021-08-14T06:31:51.000Z,2021-08-14,samedi,août,False,desktop,Luminaire,False,,Firefox 91.0,Eclairage d'extérieur,French,FR,Silamp (FR),False,1,FALSE,"4,35","19,85",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,True
8085,8085,301204668,Easy to operate. I hope delivery times will be kept because 1st order,Commande facile à réaliser. J'espère que les délais de livraison seront tenus car 1ère commande,10,NPS,Customer Effort Score,2021-08-14T08:21:01.000Z,2021-08-14,samedi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble de salle à manger ,French,FR,Kave Home (FR),True,2,FALSE,"19,99","713,21",mastercard,Android 9,SHOPBOT,False,11 - 20,601 - 800,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
8122,8122,301207091,Very convenient and happy because delivery is offered,Très pratique et contente parce que la livraison est offerte 😉,10,NPS,Customer Effort Score,2021-08-14T09:28:53.000Z,2021-08-14,samedi,août,False,phone,"Salle de bain, WC",False,,Google 171.0.387713930,Douche et baignoire,French,FR,vidaXL (FR),False,2,FALSE,0,"208,99",visa,iOS 14.7,SHOPBOT,False,0,201 - 300,False,Service > Convenience > 1,,True
8123,8123,301204911,very easy to find the product we need the delivery is quite fast,TRES FACILE DE TROUVER LE PRODUIT DONT ON A BESOIN LA LIVRAISON  EST ASSEZ RAPIDE,10,NPS,Customer Effort Score,2021-08-14T09:28:56.000Z,2021-08-14,samedi,août,False,desktop,Plomberie chauffage,False,,Edge 92.0.902,Chauffage et climatisation,French,FR,Ecoland's (FR),True,1,FALSE,"3,9","41,45",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1;Online Experience > Search & Filters > 1,,True
8304,8304,301205432,"Super fast and comfortable, we will see if the quality and delivery will be the same.","Super rapide et confortable, nous verrons si la qualité et la livraison seront identiques.",10,NPS,Customer Effort Score,2021-08-14T13:59:56.000Z,2021-08-14,samedi,août,False,phone,Revêtement sol et mur,False,,Chrome Mobile 92.0.4515,Produit d'entretien et de restauration,French,FR,Höfer Chemie (FR),True,1,FALSE,0,"37,95",visa,Android 11,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 1;Product > Quality > 0;Product > Comfort > 1;Delivery > Quality > 0,,True
8324,8324,301205211,First command.satisfied. see delivery and product,1 ère commande .satisfaite. a voir la livraison et le produit,10,NPS,Customer Effort Score,2021-08-14T14:44:59.000Z,2021-08-14,samedi,août,False,desktop,Jardin piscine,False,,Firefox 91.0,Outils de jardin motorisés,French,FR,ELEM (FR),True,1,FALSE,0,"126,95",visa,Windows 10,SEO-SEARCH,False,0,101 - 150,False,Service > General Satisfaction > 1;Product > Quality > 1,,True
8371,8371,301205575,"First order at home, to choose and place the simple order. We'll see about product quality and delivery.","Premier commande chez vous, pour choisir et passer la commande simple. On verra pour la qualité de produits et la livraison.",10,NPS,Customer Effort Score,2021-08-14T15:50:31.000Z,2021-08-14,samedi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Levage et travail en hauteur,French,FR,MercatoXL (FR),True,1,FALSE,"18,9","64,1",visa,Windows 7,SHOPBOT,False,11 - 20,1 - 100,False,Online Experience > Ease of Use > 1;Product > Quality > 0;Delivery > Quality > 0,,True
8456,8456,301207402,"The delivery address was not offered immediately, but easy to give afterwards. Otherwise site with choice!! Thank you.","L'adresse de livraison ne ma pas été proposé de suite, mais facile à donner par la suite. Sinon site avec du choix !! Merci à vous.",9,NPS,Customer Effort Score,2021-08-14T17:51:32.000Z,2021-08-14,samedi,août,False,phone,Jardin piscine,False,,Samsung Internet 14.2,Mobilier de jardin et jeux,French,FR,Max Store (FR),True,1,FALSE,0,"27,9",visa,Android 8.0.0,DIRECT_ACCESS,False,0,1 - 100,False,Account > Address Management > -1;Online Experience > Ease of Use > 1;Product > Range > 1,,True
8547,8547,301206244,I'm looking forward to delivery!,j'attends avec impatience la livraison ! Bonne journée !,10,NPS,Customer Effort Score,2021-08-15T06:50:44.000Z,2021-08-15,dimanche,août,False,desktop,Animalerie,False,,Chrome 92.0.4515,Chien,French,FR,Kalamo (FR),True,1,FALSE,0,"69,98",visa,Windows 10,SEO-BRAND,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
8559,8559,301207712,Very satisfied with this supplier Very fast delivery,"Tres satisfaits de ce fournisseur
Livraison très rapide",10,NPS,Customer Effort Score,2021-08-15T07:24:28.000Z,2021-08-15,dimanche,août,False,tablet,Cuisine,False,,Chrome 92.0.4515,Evier et robinet,French,FR,Cuisissimo (FR),False,1,FALSE,0,"278,88",visa,Android 7.0,SHOPBOT,False,0,201 - 300,False,Company / Brand > Suppliers > 1;Delivery > Speed of delivery > 1,,True
8577,8577,301204601,Quick and simple now wait if they meet delivery deadlines and promised quality...,Rápido y sencillo ahora esperar si cumplen los plazos de entrega y la calidad prometida....,10,NPS,Customer Effort Score,2021-08-15T07:55:54.000Z,2021-08-15,dimanche,août,True,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Piscine,Spanish,ES,Oviala MF (ES),False,1,FALSE,0,259,visa,Android 11,SHOPBOT,False,0,201 - 300,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1;Product > Quality > 0,,True
8584,8584,301207809,site pleasant and reliable thank you delivery to the top bravo to all you deserve the top5stars,site agréable et fiable merci livraison au top bravo à tous vous méritez le top5étoiles,10,NPS,Customer Effort Score,2021-08-15T08:05:31.000Z,2021-08-15,dimanche,août,False,desktop,Plomberie chauffage,False,,Edge 92.0.902,Robinetterie,French,FR,Sunny Showers (FR),False,1,FALSE,0,"47,99",paypal,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Service > Efficiency / Reliability > 1;Online Experience > Quality > 1;Delivery > Quality > 1,,True
8646,8646,301206678,"Hello, I find on the other hand that the delivery is a little long","Bonjour , je trouve par contre que la
livraison est un peu longue",10,NPS,Customer Effort Score,2021-08-15T09:29:17.000Z,2021-08-15,dimanche,août,False,desktop,Outillage,False,,Firefox 91.0,Outillage à main,French,FR,Images Shopping  (FR),False,1,FALSE,0,"14,84",mastercard,Windows 10,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > -1,,True
8692,8692,301204630,"Well, it's a shame the delivery costs aren't indicated instead.","Bien, dommage que les frais de livraison ne soit pas indiqués plutôt.",9,NPS,Customer Effort Score,2021-08-15T10:38:45.000Z,2021-08-15,dimanche,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Bassin et décoration de jardin,French,FR,WilTec (FR),False,2,FALSE,"13,5","113,35",paypal,Android 9,SEM,False,11 - 20,101 - 150,False,Delivery > Shipping Fees > -1,,True
8700,8700,301206610,"Concerning the transaction 49042541, please correct the address so that it appears as follows: DMTE - Marc BUSCAIL etc... In order to avoid any problems of delivery.","Concernant la transaction 49042541,
Merci de corriger l'adresses pour qu'elle apparaisse ainsi :
DMTE - Marc BUSCAIL
etc ...
Afin d'éviter tout souci de livraison.",9,NPS,Customer Effort Score,2021-08-15T10:56:28.000Z,2021-08-15,dimanche,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Matériel et aménagement de l'atelier,French,FR,Lavente (FR),False,1,FALSE,0,"20,59",paypal,Windows 10,SHOPBOT,False,0,1 - 100,False,Account > Address Management > -1,,True
8710,8710,301210178,"Ordering was easy, I frru myself on the delivery","Bestellen war einfach, ich frru mich auf die Lieferung",10,NPS,Customer Effort Score,2021-08-15T11:13:26.000Z,2021-08-15,dimanche,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Bassin et décoration de jardin,German,DE,Wiltec (DE),True,1,FALSE,"5,5","96,45",paypal,Android 11,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Delivery > Quality > 1,,True
8728,8728,301207810,waiting for delivery,en attendant la livraison,9,NPS,Customer Effort Score,2021-08-15T11:56:56.000Z,2021-08-15,dimanche,août,True,desktop,Cuisine,False,,Edge 92.0.902,Evier et robinet,French,FR,Homelody MF (FR),False,1,FALSE,0,"69,99",mastercard,Windows 10,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
8731,8731,301206252,I'm waiting to receive my delivery ;-),J'attends de recevoir ma livraison ;-),10,NPS,Customer Effort Score,2021-08-15T12:01:51.000Z,2021-08-15,dimanche,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de salon,French,FR,Meubletmoi (FR),True,1,FALSE,0,108,visa,Mac OS X 10.15.7,SHOPBOT,False,0,101 - 150,False,Delivery > Speed of delivery > 0,,True
8845,8845,301206770,Waiting for delivery,En attente livraison,8,NPS,Customer Effort Score,2021-08-15T15:42:42.000Z,2021-08-15,dimanche,août,False,phone,Jardin piscine,False,,Mobile Safari 13.1.2,"Pot de fleur, jardinière et bac",French,FR,Cémonjardin (FR),False,1,FALSE,0,"55,2",visa,iOS 13.7,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
8847,8847,301205776,"All good, quick delivery estimate","All good, quick delivery estimate",10,NPS,Customer Effort Score,2021-08-15T15:45:37.000Z,2021-08-15,dimanche,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Mobilier de jardin et jeux,English,GB,Aosom (GB),True,1,FALSE,0,"159,99",visa,Android 11,SEO-SEARCH,False,0,151 - 200,False,Delivery > Speed of delivery > 1;Delivery > Timeliness > 1;Service > General Satisfaction > 1,,True
9046,9046,307109301,Post Bank Visa Card Not Accepted??? No delivery in Guiana...,"carte visa banque postale pas acceptée ???
pas de livraison en guyane...",0,NPS,Customer Effort Score,2021-08-15T22:36:02.000Z,2021-08-15,dimanche,août,False,desktop,Animalerie,False,J'ai eu des difficultés à payer avec les moyens de paiement proposés | J’ai manqué d’options pour me faire livrer,Edge 92.0.902,Chien,French,FR,vidaXL (FR),False,1,FALSE,0,"163,99",visa,Windows 10,DIRECT_ACCESS,False,0,151 - 200,False,Delivery > No Arrival > -1;Payments > Payment Methods > -1;Payments > Success of payment > -1,Detractor '- Difficulty Paying; Detractor - Delivery Options,True
9069,9069,307111661,"All very well in these two articles, but the list was much longer: American tape, packing, lanterns... and I found a lot of shipping costs and from different type of porting services. IT'S A LEO NOT TO SEE HIM BEFORE HE GETS TO PAYMENT. (It's also true that I didn't know you and it's my first purchase)","Todo muy bien en estos dos artículos, pero la lista era mucho más larga: cinta americana, de embalar, farolillos..... y me encontré con un montón de gastos de envío y desde distinto tipo de Servicios de porte. 
ES UN LIO NO HABERLO VISTO ANTES de llegar al Pago.
(también es cierto que no os conocía y es mi primera compra)",7,NPS,Customer Effort Score,2021-08-16T06:17:56.000Z,2021-08-16,lundi,août,False,desktop,Animalerie,False,,Chrome 91.0.4472,Chat,Spanish,ES,Representaciones MASKONT (ES),True,2,FALSE,0,"38,23",mastercard,Windows 10,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > -1;Delivery > Courier Service > -1;Product > Quality > 1,,True
9082,9082,307115932,Hope the delivery is the same. Thank you.,En espérant que la livraison soit pareille. Merci,10,NPS,Customer Effort Score,2021-08-16T06:55:07.000Z,2021-08-16,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Piscine,French,FR,Deuba (FR),True,1,FALSE,0,"249,99",visa,Android 9,SEM,False,0,201 - 300,False,Delivery > Quality > 0,,True
9145,9145,307112019,All perfect as long as shipping is fast. Greetings,"Todo perfecto siempre que el envío sea rápido.
Saludos",10,NPS,Customer Effort Score,2021-08-16T08:38:17.000Z,2021-08-16,lundi,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,"Portail, grillage et occultation",Spanish,ES,vidaXL (ES),False,1,FALSE,0,"31,99",paypal,iOS 14.7.1,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1,,True
9153,9153,307109917,must register to have the shipping costs. It's a shame and it can be a barrier to buying.,obligation de s'inscrire pour avoir les frais de port. c'est dommage et cela peut être un frein à l'achat.,6,NPS,Customer Effort Score,2021-08-16T08:44:55.000Z,2021-08-16,lundi,août,False,desktop,Outillage,False,J’ai manqué de conseil lors de mon achat,Chrome 92.0.4515,Matériel et aménagement de l'atelier,French,FR,Matoutils (FR),True,1,FALSE,4,"21,78",mastercard,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Account > Account Management > -1;Delivery > Shipping Fees > -1,Detractor '- Presales Support,True
9171,9171,307109763,I'm glad because the facility to order and super have for delivery I thank you in advance,"je suis contente car la facilité pour commandé et super avoir pour la livraison 
je vous remercie d'avance",10,NPS,Customer Effort Score,2021-08-16T09:01:13.000Z,2021-08-16,lundi,août,False,desktop,Mobilier d'intérieur,False,,Edge 92.0.902,Meuble de chambre,French,FR,HUANSTONG (FR),True,1,FALSE,0,"78,91",visa,Windows 10,SEM,False,0,1 - 100,False,Order > Quality > 1;Delivery > Quality > 1,,True
9228,9228,307109176,Super cool except the delivery price,Super cool 👍 sauf le prix de la livraison,10,NPS,Customer Effort Score,2021-08-16T10:00:21.000Z,2021-08-16,lundi,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.1,Outils de jardin motorisés,French,FR,motodox (FR),True,2,FALSE,"8,9","36,79",visa,iOS 14.6,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
9270,9270,307110077,"There were no shipping options, difficulty changing the shipping addresses","No habia opciones de envio, dificultad para cambiar las direcciones de envio",2,NPS,Customer Effort Score,2021-08-16T10:54:58.000Z,2021-08-16,lundi,août,False,desktop,Jardin piscine,False,Necesitaba otras opciones de envío,Safari 14.1.2,Piscine,Spanish,ES,FDS (ES),False,1,FALSE,0,"179,99",mastercard,Mac OS X 10.15.6,SHOPBOT,False,0,151 - 200,False,Account > Address Management > -1;Delivery > Delivery Options > -1,Detractor '- Delivery Options,True
9272,9272,307110081,"charging shipments on certain amounts, it's ridiculous, greetings.","far pagare le spedizioni su certi importi, è ridicolo, saluti.",9,NPS,Customer Effort Score,2021-08-16T10:57:20.000Z,2021-08-16,lundi,août,False,desktop,Animalerie,False,,Chrome 92.0.4515,Chien,Italian,IT,AZ Pets (IT),False,2,FALSE,"10,9","162,89",paypal,Windows 10,SHOPBOT,False,6 - 10,151 - 200,False,Delivery > Shipping Fees > -1,,True
9322,9322,307115480,delivery costs always too high,frais de livraison toujours trop élevé,8,NPS,Customer Effort Score,2021-08-16T12:00:56.000Z,2021-08-16,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Machines d'atelier,French,FR,Centrocom (FR),False,1,FALSE,"5,9","10,35",visa,Windows 8.1,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
9344,9344,307114317,I wait for delivery to give a concrete opinion,j'attends la livraison pour donner un avis concret,10,NPS,Customer Effort Score,2021-08-16T12:32:09.000Z,2021-08-16,lundi,août,False,desktop,Quincaillerie,False,,Safari 11.1.2,"Fixation technique : vis, boulons, clous",French,FR,Outillage de Saint Etienne (FR),True,1,FALSE,"4,99","32,57",visa,Mac OS X 10.11.6,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0,,True
9386,9386,307110597,It would be useful to have an indication of shipping costs immediately.,Sarebbe utile avere l'indicazione delle spese di spedizione fin da subito.,9,NPS,Customer Effort Score,2021-08-16T13:29:18.000Z,2021-08-16,lundi,août,False,desktop,Animalerie,False,,Chrome 92.0.4515,Cheval et équitation,Italian,IT,Amore Animale Shop (IT),False,3,FALSE,"11,9","37,6",paypal,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > 0,,True
9388,9388,307116144,"Impeccable, more than waiting for delivery time.","Impeccable, plus qu'à attendre le temps de livraison.",9,NPS,Customer Effort Score,2021-08-16T13:34:53.000Z,2021-08-16,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Terrasse et revêtement de sol extérieur,French,FR,BricoT (FR),True,1,FALSE,"4,99","24,03",mastercard,Android 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Timeliness > 0;Service > General Satisfaction > 1,,True
9465,9465,307116259,"for this order no shipping costs, that's what tipped the balance. review your shipping costs for other items would be top :)","pour cette commande pas de frais de port, c'est ce qui a fait pencher la balance. revoir vos frais de port pour les autres articles serait top :)",10,NPS,Customer Effort Score,2021-08-16T15:03:54.000Z,2021-08-16,lundi,août,True,desktop,Outillage,False,,Chrome 92.0.4515,Outillage électroportatif,French,FR,Coté Brico MF (FR),False,1,FALSE,0,"148,9",visa,Windows 10,DIRECT_ACCESS,False,0,101 - 150,False,Delivery > Shipping Fees > 1,,True
9514,9514,307112440,everything is good but the price of delivery is too expensive very cordially more there is the tva and this will be my only order at you,"tout est bon
mais le prix de la livraison est trop cher
bien cordialement 
de plus il y a la tva  et la ce sera ma seul commande chez vous",8,NPS,Customer Effort Score,2021-08-16T15:55:04.000Z,2021-08-16,lundi,août,False,desktop,Electricité,False,,Chrome 92.0.4515,"Domotique, automatismes et sécurité",French,FR,Espace Disque (FR),True,2,FALSE,"11,9","54,13",visa,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
9589,9589,307109834,Easy order now I wait for delivery!,Commande facile maintenant j'attends la livraison !,10,NPS,Customer Effort Score,2021-08-16T16:53:19.000Z,2021-08-16,lundi,août,False,desktop,Jardin piscine,False,,Safari 14.1.2,Matériel d'arrosage et récupérateurs d'eau,French,FR,WilTec (FR),False,1,FALSE,"10,5","21,45",paypal,Mac OS X 10.15.7,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
9602,9602,307112187,"Wanted, found paid. Waiting for delivery.","Gesucht, gefunden bezahlt.
Warten auf Lieferung.",9,NPS,Customer Effort Score,2021-08-16T17:06:13.000Z,2021-08-16,lundi,août,False,phone,Quincaillerie,False,,Chrome Mobile 92.0.4515,Quincaillerie extérieure,German,DE,M&S Vertrieb Service  (DE),True,1,FALSE,0,"89,9",paypal,Android 11,SHOPBOT,False,0,1 - 100,False,Product > Stock / Availability > 1,,True
9725,9725,307116347,This is the first time I've ordered I'm waiting to see the delivery to make it more cordially,C’est la première fois que je commande j’attends de voir la livraison pour enduire plus cordialement,10,NPS,Customer Effort Score,2021-08-16T20:14:50.000Z,2021-08-16,lundi,août,False,tablet,Mobilier d'intérieur,False,,Facebook,Meuble de salon,French,FR,Best Mobilier (FR),True,1,FALSE,99,948,paypal,iOS 14.4,RETARGETING,False,51 - 100,801 - 1000,False,Delivery > Speed of delivery > 0,,True
9763,9763,307115745,"I ordered 4 products, so 3 of the same seller and 1 of another. Product at 1,75€ with 15€ delivery. It's ridiculous to make a product travel on its own at €1.75. Find solutions to group orders, do not repeat Amazon&Co's errors.","J'ai commandé 4 produits donc 3 du meme vendeur et 1 d'un autre. Produit à 1,75€ avec 15€ de livraison. C'est ridicule de faire voyager tout seul un produit à 1.75€. Trouvez des solutions pour regrouper les commandes, ne répétez pas les erreurs d'Amazon&Co.",6,NPS,Customer Effort Score,2021-08-16T21:38:16.000Z,2021-08-16,lundi,août,False,desktop,Revêtement sol et mur,False,J’ai trouvé que les frais de port étaient trop chers,Firefox 91.0,Produit d'entretien et de restauration,French,FR,Espace-B (FR),False,3,FALSE,"6,86","85,29",mastercard,Windows 8.1,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Company / Brand > Competitor > -1;Company / Brand > Suppliers > -1;Delivery > Shipping Fees > -1;Product > Value for Money > -1,Detractor '- Delivery Fees,True
9822,9822,307109140,I hope your delivery delays are at the height of your reputation.,j'espere que vos delais de livraison sont a la hauteur de votre reputation,10,NPS,Customer Effort Score,2021-08-17T16:14:27.000Z,2021-08-17,mardi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,EMC Motoculture (FR),False,1,FALSE,"8,9","20,3",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Timeliness > -1,,True
9862,9862,307111931,"The order went very well for now, I'm waiting for delivery.","la commande s'est très bien passée rien de plus pour le moment, j'attends la livraison",8,NPS,Customer Effort Score,2021-08-17T17:11:07.000Z,2021-08-17,mardi,août,False,desktop,Jardin piscine,False,,Firefox 91.0,Piscine,French,FR,JardiDéco (FR),False,1,FALSE,"23,99","198,99",paypal,Windows 10,EMAIL,False,20 - 50,151 - 200,False,Order > Quality > 1,,True
9897,9897,307111338,"Easy to order, free delivery and at home, it's great!!","commande facile à passer, livraison offerte et à domicile, c'est super !!",9,NPS,Customer Effort Score,2021-08-17T18:03:33.000Z,2021-08-17,mardi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Quincaillerie extérieure,French,FR,Comment Fer (FR),False,1,FALSE,0,"309,6",visa,Windows 10,SEM,False,0,301 - 400,False,Delivery > Shipping Fees > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,True
9899,9899,307115890,Free and fast shipping. Nothing to add this is not the case of your competitors,Livraison gratuite et rapide. Rien à ajouter ce n est pas le cas de vos concurrents,10,NPS,Customer Effort Score,2021-08-17T18:03:52.000Z,2021-08-17,mardi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble de bureau,French,FR,Made4home (FR),False,1,FALSE,0,"68,9",visa,Android 9,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1,,True
10018,10018,307111404,to see now for delivery,a voir maintenant pour la livraison,10,NPS,Customer Effort Score,2021-08-18T06:09:05.000Z,2021-08-18,mercredi,août,False,desktop,Luminaire,False,,Chrome 92.0.4515,Lampe portative,French,FR,LITZEE MALL (FR),True,1,FALSE,0,"68,99",visa,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
10076,10076,307115101,easy order waiting now for delivery,commande facile en attendant maintenant la livraison,10,NPS,Customer Effort Score,2021-08-18T07:49:43.000Z,2021-08-18,mercredi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Levage et travail en hauteur,French,FR,HUANSTONG (FR),True,1,FALSE,0,"88,26",mastercard,Windows 7,RETARGETING,False,0,1 - 100,False,Online Experience > Ease of Use > 1,,True
10098,10098,307115310,"See as soon as the parcel is received, if delivery ok","Voir dès réception du colis, si livraison ok",8,NPS,Customer Effort Score,2021-08-18T08:27:32.000Z,2021-08-18,mercredi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble de salle à manger ,French,FR,vidaXL (FR),True,1,FALSE,0,"75,99",visa,Android 11,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 0;Delivery > Quality > 0,,True
