,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
4299,4299,297820301,Easy to make the order..maybe in my opinion you should lower the price on shipments a little,Facile fare l ordine..forse a mio avviso dovreste abbassare un po il prezzo sulle spedizioni,10,NPS,Customer Effort Score,2021-08-07T20:06:33.000Z,2021-08-07,samedi,août,False,phone,Electricité,False,,Chrome Mobile 92.0.4515,"Domotique, automatismes et sécurité",Italian,IT,DIEFFEMATIC (IT),True,1,FALSE,"4,9","24,8",visa,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Delivery > Shipping Fees > -1,,True
4329,4329,297819321,All right.,Très bien 👍,8,NPS,Customer Effort Score,2021-08-08T00:12:44.000Z,2021-08-08,dimanche,août,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.1,Meuble de salle à manger ,French,FR,Habitat&Jardin (FR),True,1,FALSE,22,191,visa,iOS 14.6,SHOPBOT,False,20 - 50,151 - 200,False,Service > General Satisfaction > 1,,False
4344,4344,297819105,fast and intuitive,veloce e intuitivo,8,NPS,Customer Effort Score,2021-08-08T06:43:14.000Z,2021-08-08,dimanche,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,"Abri, garage et rangement extérieur",Italian,IT,Nuova Agraria (IT),False,1,FALSE,"6,9","21,69",paypal,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1,,False
4346,4346,297819403,no problem placing an order,aucun probléme pour passer une commande,10,NPS,Customer Effort Score,2021-08-08T06:48:33.000Z,2021-08-08,dimanche,août,False,desktop,Plomberie chauffage,False,,Firefox 90.0,Chauffage et climatisation,French,FR,Anjou Connectique (FR),False,1,FALSE,"8,7","33,9",mastercard,Windows 8.1,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
4350,4350,297819356,My first choice when it comes to small pieces of furniture.,Meine erste Wahl wenn es um kleine Möbelstücke geht.,10,NPS,Customer Effort Score,2021-08-08T07:04:34.000Z,2021-08-08,dimanche,août,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Meuble de salon,German,DE, Special-trends GmbH & Co. KG (DE),False,2,FALSE,"3,5","32,4",paypal,iOS 14.7.1,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Product > Range > 1,,False
4351,4351,297819088,Visually everything is very easy.,Visivamente è tutto molto facile.,10,NPS,Customer Effort Score,2021-08-08T07:06:56.000Z,2021-08-08,dimanche,août,False,desktop,Animalerie,False,,Firefox 90.0,Chien,Italian,IT,Dea  (IT),True,1,FALSE,7,"44,74",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
4385,4385,297821185,Easy to place order well detailed,Facile de passer commande bien détaillée,10,NPS,Customer Effort Score,2021-08-08T08:08:58.000Z,2021-08-08,dimanche,août,False,phone,Outillage,False,,Mobile Safari 14.1.1,Matériel et aménagement de l'atelier,French,FR,WilTec (FR),True,1,FALSE,"10,5","75,45",paypal,iOS 14.6,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1;Product > Instructions Detail > 1,,False
4429,4429,297819534,Delivery price a little too high.,Prix de livraison un peu trop élevé.,9,NPS,Customer Effort Score,2021-08-08T09:16:00.000Z,2021-08-08,dimanche,août,False,desktop,Revêtement sol et mur,False,,Chrome 92.0.4515,Moulure et dalle de plafond,French,FR,Decosa (FR),False,2,FALSE,"18,4","101,32",mastercard,Windows 8.1,DIRECT_ACCESS,False,11 - 20,101 - 150,False,Delivery > Shipping Fees > -1,,False
4431,4431,297821076,At the end of the order a link would be nice to be able to print the order,"Am Ende der Bestellung wäre ein link schön, um die Bestellung gleich Ausdrucken zu können",10,NPS,Customer Effort Score,2021-08-08T09:18:44.000Z,2021-08-08,dimanche,août,False,desktop,Jardin piscine,False,,Edge 92.0.902,Terrasse et revêtement de sol extérieur,German,DE,Mc Cover (DE),True,2,FALSE,"37,8","98,96",paypal,Windows 10,SHOPBOT,False,20 - 50,1 - 100,False,Online Experience > Other > 1,,False
4436,4436,297820503,the site is well done,le site est bien fait,8,NPS,Customer Effort Score,2021-08-08T09:25:10.000Z,2021-08-08,dimanche,août,False,desktop,Plomberie chauffage,False,,Safari 14.1.1,Production eau chaude sanitaire,French,FR,Sos_access (FR),True,1,FALSE,"2,95","14,65",visa,Mac OS X 10.15.7,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Online Experience > Quality > 1,,False
4438,4438,297819152,very easy to look for an article,TRES FACILE POUR CHERCHER UN ARTICLE,9,NPS,Customer Effort Score,2021-08-08T09:29:05.000Z,2021-08-08,dimanche,août,False,desktop,Construction matériaux,False,,Chrome 92.0.4515,"Toiture, gouttière et bardage",French,FR,YOUSTEEL (FR),False,1,FALSE,"49,9","141,25",mastercard,Windows 10,SEO-BRAND,False,20 - 50,101 - 150,False,Online Experience > Search & Filters > 1,,False
4470,4470,297820529,Love this company,Love this company,10,NPS,Customer Effort Score,2021-08-08T10:04:12.000Z,2021-08-08,dimanche,août,False,phone,Revêtement sol et mur,False,,Mobile Safari 14.1.2,"Papier peint, toile de verre et frise",English,GB,Yes-online (GB),True,1,FALSE,"2,95","35,92",mastercard,iOS 14.7.1,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
4474,4474,297819531,Other sites offer free deliveries not you!,Les autres sites proposent des livraisons franco pas vous!,6,NPS,Customer Effort Score,2021-08-08T10:08:28.000Z,2021-08-08,dimanche,août,True,phone,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers,Google 171.0.387713930,Piscine,French,FR,JardiDéco (FR),False,2,FALSE,"8,49","45,38",paypal,iOS 14.6,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Fees,False
4475,4475,297819601,"Hello, for the order very well but the shipping costs are expensive Thank you Good day","Bonjour, pour la commande très bien
mais les frais de livraison sont  chers
Merci Bonne journée",8,NPS,Customer Effort Score,2021-08-08T10:08:43.000Z,2021-08-08,dimanche,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Sécurité et serrurerie,French,FR,Cablematic (FR),True,1,FALSE,"14,14","41,13",mastercard,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Order > Quality > 1,,True
4479,4479,297820376,Again and thanks to the help of the team I find exactly the product I want!,Encore une fois et grâce à l'aide de l'équipe je trouve exactement le produit que je veux !,10,NPS,Customer Effort Score,2021-08-08T10:11:48.000Z,2021-08-08,dimanche,août,False,desktop,Quincaillerie,False,,Firefox 90.0,Quincaillerie de porte et de fenêtre,French,FR,HUANSTONG (FR),False,2,FALSE,"2,99","62,74",mastercard,Windows 10,SEO-SEARCH,False,1 - 5,1 - 100,False,Product > Stock / Availability > 1,,False
4487,4487,297818982,When I receive the order I will be able to give more information,Cuando reciba el pedido podré dar más información,8,NPS,Customer Effort Score,2021-08-08T10:22:06.000Z,2021-08-08,dimanche,août,False,phone,Cuisine,False,,Samsung Internet 14.2,Meuble de cuisine,Spanish,ES,SoBuy (ES),True,1,FALSE,"10,99","150,94",mastercard,Android 10,SHOPBOT,False,6 - 10,101 - 150,False,Delivery > Speed of delivery > 0,,False
4489,4489,297820117,Very easy Good price,Very easy Good price,10,NPS,Customer Effort Score,2021-08-08T10:23:41.000Z,2021-08-08,dimanche,août,False,desktop,Electricité,False,,Safari 14.0.3,Alimentation,English,GB,Powertoolmate (GB),True,1,FALSE,"5,99","98,99",visa,Mac OS X 10.15.6,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Value for Money > 1,,False
4532,4532,297821106,Easy and quick to order. I hope delivery will be made within the announced time frame.,Facile et rapide de commandé. J'espère que la livraison sera effectué dans le délai annoncé.,9,NPS,Customer Effort Score,2021-08-08T11:50:02.000Z,2021-08-08,dimanche,août,False,desktop,Jardin piscine,False,,Edge 92.0.902,Mobilier de jardin et jeux,French,FR,WilTec (FR),True,1,FALSE,"10,5","46,45",visa,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
4551,4551,297819843,All right.,Très bien,10,NPS,Customer Effort Score,2021-08-08T12:25:25.000Z,2021-08-08,dimanche,août,False,tablet,Animalerie,False,,Chrome 92.0.4515,Chien,French,FR,WilTec (FR),True,1,FALSE,"10,5","40,45",mastercard,Android 8.0.0,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
4588,4588,297819578,Perfect at tt levels,Parfait à tt niveaux,10,NPS,Customer Effort Score,2021-08-08T13:26:49.000Z,2021-08-08,dimanche,août,False,phone,Mobilier d'intérieur,False,,Samsung Internet 14.0,Décoration,French,FR,PARIS PRIX (FR),False,1,FALSE,"8,99","13,98",visa,Android 11,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
4612,4612,297820421,"the look and feel of the screen is clear. very easy to select items, and place orders","le look and feel des ecrans est clair.
tres facile de selectionner les items, et passer les commandes",10,NPS,Customer Effort Score,2021-08-08T14:21:03.000Z,2021-08-08,dimanche,août,False,desktop,Revêtement sol et mur,False,,Chrome 92.0.4515,Produit d'entretien et de restauration,French,FR,Sanitairefr (FR),False,1,FALSE,7,"30,8",visa,Windows 7,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
4624,4624,297820218,So far Perfect..Thank you,Jusque là Parfait ..Merci,8,NPS,Customer Effort Score,2021-08-08T14:37:37.000Z,2021-08-08,dimanche,août,False,desktop,Luminaire,False,,Chrome 92.0.4515,Eclairage d'extérieur,French,FR,Le club led (FR),False,2,FALSE,"8,95","32,24",mastercard,Windows 10,SEO-BRAND,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
4625,4625,297820574,super famous mano mano,mano mano   super renommée,10,NPS,Customer Effort Score,2021-08-08T14:38:24.000Z,2021-08-08,dimanche,août,False,desktop,Electricité,False,,Firefox 90.0,Interrupteurs et prises,French,FR,Enexo (FR),True,1,FALSE,4,"31,99",paypal,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
4626,4626,297819192,Sometimes it is difficult to find the measures of the product,A veces es difícil encontrar las medidas del producto,9,NPS,Customer Effort Score,2021-08-08T14:42:08.000Z,2021-08-08,dimanche,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Levage et travail en hauteur,Spanish,ES,KEROPPA (ES),False,1,FALSE,"4,95","16,31",paypal,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Search & Filters > -1;Product > Measurements > -1,,False
4633,4633,297820057,I'm satisfied with the service1,son sodisfatto del servizio1,8,NPS,Customer Effort Score,2021-08-08T14:52:00.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Outillage électroportatif,Italian,IT,A Super Mall (IT),False,2,FALSE,"5,5","41,49",mastercard,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
4635,4635,297820056,Great as usual.,super comme d'habitude,10,NPS,Customer Effort Score,2021-08-08T14:54:36.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Firefox 90.0,Equipement de protection EPI,French,FR,Bati-Avenue (FR),False,1,FALSE,"13,32","24,92",mastercard,Windows 10,SEM,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
4639,4639,297819554,"Good, but your shipping costs are too expensive, damage we place fewer orders.","Bien , mais vos frais de port sont trop cher , dommage on passe moins de commandes .",10,NPS,Customer Effort Score,2021-08-08T14:59:39.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Accessoire et consommables pour outillage électroportatif,French,FR,Schwemmer & Dorn Outillage (FR),False,3,FALSE,"11,5","53,11",paypal,Windows 10,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
4654,4654,297820170,He never felt the c.fisc,Non percepiva mai il c.fisc,4,NPS,Customer Effort Score,2021-08-08T15:17:12.000Z,2021-08-08,dimanche,août,False,phone,Animalerie,False,Il mio metodo di pagamento non ha funzionato come previsto.,Chrome Mobile 92.0.4515,Chien,Italian,IT,vidaXL (IT),False,6,FALSE,"17,8","96,2",mastercard,Android 10,SHOPBOT,False,11 - 20,1 - 100,False,Other > Miscellaneous > 0,Detractor '- Difficulty Paying,False
4658,4658,297821115,very reactive site!,site tres reactif !,10,NPS,Customer Effort Score,2021-08-08T15:22:15.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,True,,Chrome 92.0.4515,Outillage électroportatif,French,FR,BCIE (FR),False,1,FALSE,11,"108,11",visa,Windows 10,DIRECT_ACCESS,False,11 - 20,101 - 150,False,Support > Responsiveness > 1,,False
4659,4659,297820732,simple and efficose,simple et efficasse,10,NPS,Customer Effort Score,2021-08-08T15:24:29.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Matériel et aménagement de l'atelier,French,FR,Remorques Discount  (FR),False,1,FALSE,"5,7","45,6",visa,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1;Online Experience > Ease of Use > 1,,False
4675,4675,297819617,On the site yes but on the application,Sur le site oui mais sur l’application,8,NPS,Customer Effort Score,2021-08-08T15:42:32.000Z,2021-08-08,dimanche,août,False,phone,Outillage,False,,Mobile Safari 14.1.2,Outillage spécialisé,French,FR,Rue du bricolage (FR),False,3,FALSE,"10,62","63,42",paypal,iOS 14.7.1,EMAIL,False,6 - 10,1 - 100,False,Online Experience > Other > -1,,False
4686,4686,297819851,We don't know how to pay with the maestro card,Nous ne savons pas payer avec la carte maestro,7,NPS,Customer Effort Score,2021-08-08T15:56:49.000Z,2021-08-08,dimanche,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Décoration,French,FR,ID Market (FR),True,1,FALSE,"19,98","139,96",mastercard,Android 8.0.0,SEM,False,11 - 20,101 - 150,False,Payments > Payment Methods > -1;Payments > Success of payment > -1,,False
4699,4699,297819209,I am happy with manomano only bemole important shipping costs (too) cordially,je suis content de manomano seul bemole frais de port important ( trop) cordialement,10,NPS,Customer Effort Score,2021-08-08T16:09:15.000Z,2021-08-08,dimanche,août,False,tablet,Outillage,False,,Chrome Mobile WebView 90.0.4430,Matériel et aménagement de l'atelier,French,FR,OUTIROR (FR),False,1,FALSE,"9,99","79,28",visa,Android 5.1,SEM,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
4703,4703,297819618,The purchasing system works very well. I would add more information about the products to better focus on the selection.,Il sistema di acquisto funziona benissimo. Aggiungerei ulteriori informazioni sui prodotti per centrare meglionla selezione.,10,NPS,Customer Effort Score,2021-08-08T16:11:48.000Z,2021-08-08,dimanche,août,False,tablet,Plomberie chauffage,False,,Chrome 92.0.4515,Chauffage et climatisation,Italian,IT,Ferramenta il triangolo (IT),False,1,FALSE,"9,99","109,65",paypal,Android 7.0,SHOPBOT,False,6 - 10,101 - 150,False,Online Experience > Other > 1,,False
4710,4710,297819864,Quick and easy,Quick and easy,10,NPS,Customer Effort Score,2021-08-08T16:17:40.000Z,2021-08-08,dimanche,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Barbecue et plancha,English,GB,Evre (GB),True,1,FALSE,"39,99","439,98",visa,Android 9,SHOPBOT,False,20 - 50,401 - 500,False,Online Experience > Ease of Use > 1,,False
4714,4714,297820207,Top!! See now at delivery!,"Top !!
Voir maintenant à la livraison !",9,NPS,Customer Effort Score,2021-08-08T16:25:05.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Safari 13.1.2,Levage et travail en hauteur,French,FR,ID Market (FR),True,2,FALSE,"31,58","141,47",visa,Mac OS X 10.13.6,SEM,False,20 - 50,101 - 150,False,Service > General Satisfaction > 1,,True
4746,4746,297820556,All right.,Très bien,8,NPS,Customer Effort Score,2021-08-08T16:59:29.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,False,,Safari 14.1.1,Outillage à main,French,FR,Pièces Pneus (FR),True,4,FALSE,"12,23","33,21",visa,Mac OS X 10.15.6,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
4775,4775,297821191,since I order an item no problem,depuis que je commande un article aucun problème,9,NPS,Customer Effort Score,2021-08-08T17:34:38.000Z,2021-08-08,dimanche,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,"Portail, grillage et occultation",French,FR,Winox (FR),False,1,FALSE,"12,95","21,95",visa,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
4787,4787,297820862,All right.,Très bien,10,NPS,Customer Effort Score,2021-08-08T17:56:23.000Z,2021-08-08,dimanche,août,False,phone,Animalerie,False,,Chrome Mobile 92.0.4515,Chat,French,FR,WilTec (FR),True,1,FALSE,"10,5","51,45",mastercard,Android 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
4793,4793,297821251,A simple and easy-to-order site,Un site simple et facile à commander,10,NPS,Customer Effort Score,2021-08-08T18:05:34.000Z,2021-08-08,dimanche,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble de salon,French,FR,vidaXL (FR),False,4,FALSE,"47,35","648,24",oney3x,Android 11,SEM,False,20 - 50,601 - 800,False,Online Experience > Ease of Use > 1,,False
4799,4799,297819590,delais tres long,delais tres long,5,NPS,Customer Effort Score,2021-08-08T18:19:07.000Z,2021-08-08,dimanche,août,False,desktop,Mobilier d'intérieur,False,J’ai trouvé que les frais de port étaient trop chers | J’ai eu des difficultés à m'inscrire ou à me connecter,Chrome 92.0.4515,Décoration,English,FR,Petit Bazar (FR),False,1,FALSE,"13,9","155,64",mastercard,Windows 7,SHOPBOT,False,11 - 20,151 - 200,False,Delivery > Speed of delivery > -1,Detractor '- Signup/Login; Detractor - Delivery Fees,False
4819,4819,297820439,"Clear, efficient service","RAS, service efficace",10,NPS,Customer Effort Score,2021-08-08T18:57:21.000Z,2021-08-08,dimanche,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Bassin et décoration de jardin,French,FR,WilTec (FR),False,6,FALSE,"31,1","266,07",visa,Windows 10,SEM,False,20 - 50,201 - 300,False,Service > Efficiency / Reliability > 1;Online Experience > Design / Layout > 1,,False
4856,4856,297820352,Very practical and I think safe.,Molto pratico e penso sicuro.,9,NPS,Customer Effort Score,2021-08-08T19:46:47.000Z,2021-08-08,dimanche,août,False,phone,Plomberie chauffage,False,,Chrome Mobile 88.0.4324,"Plomberie, tube, raccord",Italian,IT,ORIGINALTRADE (IT),False,1,FALSE,"10,98","28,02",mastercard,Android 7.0,SEM,False,6 - 10,1 - 100,False,Service > Efficiency / Reliability > 1;Service > Convenience > 1,,False
4863,4863,297820539,Easy to navigate and easy to drive page,Pagina sencilla de recorrer y agil para manejar,10,NPS,Customer Effort Score,2021-08-08T20:02:06.000Z,2021-08-08,dimanche,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble enfant,Spanish,ES,vidaXL (ES),True,2,FALSE,"24,99","292,97",paypal,Windows 7,DIRECT_ACCESS,False,20 - 50,201 - 300,False,Online Experience > Ease of Use > 1,,False
4890,4890,297821142,No need to register,Pas besoin de s’inscrire,8,NPS,Customer Effort Score,2021-08-08T20:57:57.000Z,2021-08-08,dimanche,août,False,phone,Animalerie,False,,Mobile Safari 14.1.2,Aquarium et aquariophilie,French,FR,Aquarium Bassin Piscine (FR),True,1,FALSE,"2,2","13,7",visa,iOS 14.7.1,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Account > Account Management > 1,,False
4899,4899,297819523,easy choice of delivery/billing addresses,choix aisé des adresses de livraison/facturation,10,NPS,Customer Effort Score,2021-08-08T21:13:12.000Z,2021-08-08,dimanche,août,False,desktop,Outillage,True,,Chrome 86.0.4240,Levage et travail en hauteur,French,FR,BCIE (FR),False,1,FALSE,11,"38,9",visa,Linux,SHOPBOT,False,11 - 20,1 - 100,False,Account > Address Management > 0;Delivery > Delivery Options > 1,,False
4909,4909,297820364,very easy,TRÈS FACILE,9,NPS,Customer Effort Score,2021-08-08T21:44:11.000Z,2021-08-08,dimanche,août,False,desktop,Luminaire,True,,Firefox 90.0,Eclairage d'extérieur,French,FR,Lamparastv (FR),False,2,FALSE,10,"56,72",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
4926,4926,301205841,Simple and fast (perfect),Simple et rapide ( parfait),10,NPS,Customer Effort Score,2021-08-08T23:27:43.000Z,2021-08-08,dimanche,août,False,phone,Outillage,False,,Samsung Internet 14.2,Machines d'atelier,French,FR,WilTec (FR),False,1,FALSE,"10,5","16,45",visa,Android 11,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
4930,4930,301205719,Everything as good as ever,Tutto ottimo come sempre,8,NPS,Customer Effort Score,2021-08-08T23:47:58.000Z,2021-08-08,dimanche,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Piscine,Italian,IT,MegaPiscine (IT),False,1,FALSE,"5,9","24,8",paypal,iOS 14.7.1,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
4949,4949,301209818,Lack of product details.,Manque de détails sur le produit.,7,NPS,Customer Effort Score,2021-08-09T06:14:32.000Z,2021-08-09,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 90.0.4430,Outils de jardin motorisés,French,FR,EMC Motoculture (FR),False,1,FALSE,"4,9","14,37",visa,Android 6.0.1,SHOPBOT,False,1 - 5,1 - 100,False,Product > Instructions Detail > -1,,False
4952,4952,301204792,Command very easy to carry out,Commande tres facile à réaliser,10,NPS,Customer Effort Score,2021-08-09T06:20:08.000Z,2021-08-09,lundi,août,False,phone,Revêtement sol et mur,False,,Chrome Mobile 92.0.4515,Peinture extérieure,French,FR,P-Dami (FR),True,1,FALSE,"9,6","25,85",mastercard,Android 8.0.0,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
4958,4958,301207686,It's effective for you.,Te es efficace,10,NPS,Customer Effort Score,2021-08-09T06:37:37.000Z,2021-08-09,lundi,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Outils de jardin motorisés,Spanish,FR,Provence Outillage (FR),False,1,FALSE,"9,64","79,63",mastercard,iOS 14.7,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > Efficiency / Reliability > 1,,False
4964,4964,301205206,It's okay.,Va bene così,10,NPS,Customer Effort Score,2021-08-09T06:54:48.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Terrasse et revêtement de sol extérieur,Italian,IT,Art-Garden (IT),False,2,FALSE,"18,9","50,34",visa,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
4967,4967,301207295,easy to find items on offer and easy to buy,facile trovare articoli in offerta e facile acquistare,10,NPS,Customer Effort Score,2021-08-09T06:57:54.000Z,2021-08-09,lundi,août,False,desktop,Animalerie,False,,Firefox 90.0,Chien,Italian,IT,Petingros (IT),False,1,FALSE,6,"43,9",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1;Online Experience > Search & Filters > 1,,False
4993,4993,301206894,Change to deliver address was not clear,Change to deliver address was not clear,8,NPS,Customer Effort Score,2021-08-09T07:33:12.000Z,2021-08-09,lundi,août,False,phone,Plomberie chauffage,False,,Chrome Mobile 92.0.4515,"Plomberie, tube, raccord",English,GB,Encase (GB),True,1,FALSE,"14,95","56,42",mastercard,Android 11,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Account > Address Management > -1,,False
4994,4994,301206806,the correct set worthy of trust,l'ensemble correcte  digne de confiance,9,NPS,Customer Effort Score,2021-08-09T07:34:09.000Z,2021-08-09,lundi,août,False,desktop,Quincaillerie,False,,Firefox 90.0,Pièces détachées,French,FR,LSDLP (FR),False,1,FALSE,"6,9","23,86",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Company / Brand > Trustworthiness > 1;Payments > Payment Security > 1,,False
5011,5011,301204949,Very well organized,Très bien organisé,10,NPS,Customer Effort Score,2021-08-09T08:01:40.000Z,2021-08-09,lundi,août,False,phone,Luminaire,False,,Google 171.0.387713930,Eclairage d'intérieur,French,FR,Luminaire (FR),False,2,FALSE,"6,9","40,78",visa,iOS 14.7,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Design / Layout > 1,,False
5066,5066,301205767,Estimated delivery date incomprehensible. Date announced prior to purchase on August 12 and after validation of the purchase on September 1???,Date de livraison estimée incompréhensible. Date annoncée avant l'achat le 12 aout et après validation de celui-ci le 1 septembre ???????,8,NPS,Customer Effort Score,2021-08-09T09:09:04.000Z,2021-08-09,lundi,août,False,desktop,Luminaire,False,,Edge 92.0.902,Eclairage d'intérieur,French,FR,L2P LIGHTING (FR),False,1,FALSE,"8,5","45,1",visa,Windows 10,EMAIL,False,6 - 10,1 - 100,False,Delivery > Timeliness > -1,,True
5095,5095,301207358,waiting for delivery now ;-),en attente de livraison maintenant ;-),10,NPS,Customer Effort Score,2021-08-09T09:44:13.000Z,2021-08-09,lundi,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de bureau,French,FR,ID Market (FR),False,2,FALSE,"23,9","149,79",visa,Windows 10,DIRECT_ACCESS,False,20 - 50,101 - 150,False,Delivery > Speed of delivery > 0,,True
5116,5116,301206061,"For the moment, well, let's see the shipment.","De momento, bien
A ver el envio",8,NPS,Customer Effort Score,2021-08-09T10:16:00.000Z,2021-08-09,lundi,août,False,phone,Outillage,False,,Google 171.0.387713930,Accessoire et consommables pour outillage électroportatif,Spanish,ES,PatnerIberia (ES),True,1,FALSE,"3,94","14,46",mastercard,iOS 14.4,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
5136,5136,301207619,great prices and excellent choice,ottimi prezzi e ottima scelta,10,NPS,Customer Effort Score,2021-08-09T10:33:09.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,"Portail, grillage et occultation",Italian,IT,Giordano Ferramenta (IT),False,1,FALSE,"6,5","11,4",mastercard,Windows 7,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Product > Range > 1;Product > Value for Money > 1,,False
5144,5144,301206019,In ManoMano I find things impossible to find in other stores.,En Manomano encuentro cosas imposibles de encontrar en otras tiendas.,10,NPS,Customer Effort Score,2021-08-09T10:47:02.000Z,2021-08-09,lundi,août,False,desktop,Luminaire,False,,Edge 92.0.902,Équipement lampe,Spanish,ES,TCHerramientas (ES),False,1,FALSE,"5,5","11,26",mastercard,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Product > Stock / Availability > 1,,False
